Raman Shift (cm-1),reference styrene
2143,76.6784133911133
2142,73.9072036743164
2141,87.5985412597656
2140,95.8095397949219
2139,86.1629943847656
2138,82.0950622558594
2137,82.6097412109375
2136,79.3371810913086
2135,80.5030212402344
2134,83.9340896606445
2133,82.1164321899414
2132,80.6085357666016
2131,82.6743240356445
2130,85.6231842041016
2129,82.6681365966797
2128,77.5251693725586
2127,85.1121292114258
2126,87.1790466308594
2125,73.9194869995117
2124,75.689582824707
2123,82.8479232788086
2122,75.5210494995117
2121,77.6610107421875
2120,89.912223815918
2119,91.9156723022461
2118,82.9941177368164
2117,75.615966796875
2116,85.3904418945313
2115,91.4760284423828
2114,81.9428176879883
2113,78.7068710327148
2112,79.6559295654297
2111,75.457893371582
2110,72.8175582885742
2109,71.7819442749023
2108,68.2613525390625
2107,66.7426223754883
2106,67.8522186279297
2105,66.9632110595703
2104,63.4239768981934
2103,59.4161643981934
2102,58.5677795410156
2101,58.8085289001465
2100,56.9831390380859
2099,53.726619720459
2098,51.9080047607422
2097,53.7333183288574
2096,55.6062088012695
2095,55.908317565918
2094,55.695629119873
2093,54.0928726196289
2092,52.6618347167969
2091,56.1253204345703
2090,60.6244583129883
2089,60.3805503845215
2088,54.4658317565918
2087,48.672004699707
2086,49.7227668762207
2085,54.5929718017578
2084,58.7812080383301
2083,58.9256820678711
2082,55.1773529052734
2081,50.5018997192383
2080,49.5876579284668
2079,51.3566818237305
2078,51.854076385498
2077,47.7053718566895
2076,47.4054298400879
2075,58.7637481689453
2074,62.8257102966309
2073,57.1997375488281
2072,58.1710624694824
2071,66.2835693359375
2070,73.6576614379883
2069,70.3131713867188
2068,67.3645935058594
2067,74.1951370239258
2066,74.8707885742188
2065,68.6698226928711
2064,65.1291198730469
2063,62.8411293029785
2062,63.4120979309082
2061,71.1012115478516
2060,72.7545394897461
