Raman Shift (cm-1),reference isoprene
2389,103.44751739502
2388,101.075958251953
2387,109.583908081055
2386,115.684684753418
2385,118.184623718262
2384,120.872589111328
2383,113.15291595459
2382,104.238945007324
2381,109.165786743164
2380,118.308540344238
2379,120.134437561035
2378,111.11563873291
2377,104.586463928223
2376,108.922904968262
2375,121.412452697754
2374,125.670433044434
2373,124.952087402344
2372,131.952499389648
2371,141.109985351563
2370,147.082977294922
2369,148.239532470703
2368,146.066787719727
2367,141.066329956055
2366,136.701858520508
2365,147.097869873047
2364,160.004730224609
2363,153.035842895508
2362,142.43229675293
2361,144.40283203125
2360,158.342147827148
2359,152.329284667969
2358,139.79345703125
2357,157.098419189453
2356,168.954360961914
2355,166.694961547852
2354,171.627380371094
2353,176.380249023438
2352,173.599548339844
2351,165.790573120117
2350,167.748458862305
2349,177.65478515625
2348,177.836532592773
2347,165.182693481445
2346,151.850357055664
2345,154.227722167969
2344,156.091262817383
2343,149.112762451172
2342,142.5595703125
2341,140.403045654297
2340,141.609130859375
2339,141.635284423828
2338,137.221725463867
2337,130.256973266602
2336,128.154998779297
2335,136.080917358398
2334,144.138290405273
2333,130.494079589844
2332,115.164184570313
2331,118.559791564941
2330,135.491241455078
2329,139.963577270508
2328,126.954879760742
2327,129.560089111328
2326,134.459518432617
2325,126.439979553223
2324,121.720779418945
2323,118.30558013916
2322,112.891960144043
2321,116.424171447754
2320,120.880462646484
2319,114.90266418457
2318,102.986419677734
2317,98.0659561157227
2316,106.156982421875
2315,110.436790466309
2314,104.06022644043
2313,93.705078125
2312,97.0101165771484
2311,105.009986877441
2310,100.730072021484
2309,98.4389572143555
2308,100.861541748047
2307,100.149185180664
2306,96.2414093017578
2305,91.557975769043
2304,89.8480377197266
2303,96.162727355957
2302,101.732757568359
2301,92.3266754150391
2300,84.5419006347656
2299,85.6505966186523
2298,86.3894500732422
2297,84.828857421875
2296,83.6477203369141
2295,86.6236419677734
2294,89.4197692871094
2293,91.1895904541016
2292,97.1151275634766
2291,99.3637542724609
2290,93.1966323852539
2289,86.2916030883789
2288,87.3166275024414
2287,94.9469680786133
2286,93.5232620239258
2285,89.4186553955078
2284,90.7989730834961
2283,87.9862670898438
2282,83.0987014770508
2281,82.3850860595703
2280,83.6389999389648
2279,83.5360641479492
2278,81.591194152832
2277,83.8650283813477
2276,85.5312271118164
2275,80.2664489746094
2274,83.2852249145508
2273,90.8274765014648
2272,87.4576797485352
2271,86.8497543334961
2270,92.6411819458008
2269,95.4528198242188
2268,101.164093017578
2267,106.846229553223
2266,99.9898071289063
2265,95.9318237304688
2264,103.443145751953
2263,111.027206420898
2262,112.264984130859
2261,107.726005554199
2260,104.614372253418
2259,107.084266662598
2258,113.528984069824
2257,115.741790771484
2256,114.547729492188
2255,115.857444763184
2254,123.965042114258
2253,129.813369750977
2252,126.365631103516
2251,132.456237792969
2250,141.965866088867
2249,136.625549316406
2248,130.168106079102
2247,126.755790710449
2246,121.020713806152
2245,126.898330688477
2244,140.326080322266
2243,139.090667724609
2242,132.814926147461
2241,130.903701782227
2240,130.195297241211
2239,131.63508605957
2238,133.907806396484
2237,130.931915283203
2236,129.049835205078
2235,133.475708007813
2234,136.68000793457
2233,136.620712280273
2232,137.029968261719
2231,144.884201049805
2230,153.202667236328
2229,151.236419677734
2228,145.93342590332
2227,145.946472167969
2226,153.680130004883
2225,154.301254272461
2224,149.752838134766
2223,156.034118652344
2222,157.33821105957
2221,149.377593994141
2220,149.263565063477
2219,146.334213256836
2218,137.252578735352
2217,141.798049926758
2216,144.696075439453
2215,133.3095703125
2214,130.449798583984
2213,135.523635864258
2212,136.645751953125
2211,133.474761962891
2210,133.164901733398
2209,139.941513061523
2208,137.17936706543
2207,125.825759887695
2206,122.220039367676
2205,126.311347961426
2204,130.757690429688
2203,127.709014892578
2202,124.058860778809
2201,121.903923034668
2200,112.820747375488
2199,109.744369506836
2198,116.789131164551
2197,109.305084228516
2196,99.2388000488281
2195,103.586166381836
2194,102.746726989746
2193,96.4475860595703
2192,96.1167984008789
2191,97.2786483764648
2190,98.8223876953125
2189,102.14372253418
2188,96.4650650024414
2187,85.3341979980469
2186,87.0835189819336
2185,93.7967376708984
2184,97.2027282714844
2183,100.629997253418
2182,99.7863006591797
2181,93.25
2180,90.8085250854492
2179,89.1633453369141
2178,85.2256317138672
2177,95.145637512207
2176,108.085823059082
2175,102.766082763672
2174,97.629997253418
2173,97.9384613037109
2172,92.1548080444336
2171,88.2769393920898
2170,90.4808349609375
2169,92.0985946655273
2168,95.3052444458008
2167,102.676330566406
2166,110.441436767578
2165,107.904052734375
2164,93.2825317382813
2163,90.2497329711914
2162,99.7678298950195
2161,108.223014831543
2160,112.804542541504
2159,114.81583404541
2158,115.753051757813
2157,110.565254211426
2156,102.357971191406
2155,103.101852416992
2154,106.39582824707
2153,104.171539306641
2152,97.5114212036133
2151,92.2704620361328
2150,92.3730773925781
2149,93.3359298706055
2148,92.7323913574219
2147,90.7807540893555
2146,89.1455230712891
2145,89.7995147705078
2144,93.6349029541016
2143,96.8098754882813
2142,97.0109329223633
2141,95.2353210449219
2140,91.5667190551758
2139,89.1772613525391
2138,95.2348861694336
2137,99.7225189208984
2136,94.2000503540039
2135,94.2859039306641
2134,96.7282943725586
2133,90.0915374755859
2132,89.1420745849609
2131,96.4935073852539
2130,99.1703643798828
2129,94.1584396362305
2128,89.3134994506836
2127,98.5113754272461
2126,104.481994628906
2125,95.220703125
2124,92.6417846679688
2123,97.4100723266602
2122,99.8268356323242
2121,102.884376525879
2120,103.873817443848
2119,97.6126403808594
2118,94.9333724975586
2117,96.2496337890625
2116,89.5335159301758
2115,88.4246597290039
2114,98.9533920288086
2113,100.989898681641
2112,93.2061309814453
2111,86.0126190185547
2110,89.7762985229492
2109,94.7995834350586
2108,85.5365295410156
2107,77.0779647827148
2106,74.2786254882813
2105,67.888557434082
2104,67.0966567993164
2103,72.7884521484375
2102,67.9870834350586
2101,64.537223815918
2100,73.1021881103516
2099,72.7612457275391
2098,65.5847854614258
2097,65.4855194091797
2096,65.0195388793945
2095,62.0167083740234
2094,62.1156845092773
2093,63.1141700744629
2092,63.5972747802734
2091,66.0895614624023
2090,68.0655822753906
2089,66.319450378418
2088,61.5997619628906
2087,58.9587898254395
2086,62.6137657165527
2085,66.4638900756836
2084,66.0912704467773
2083,62.2983322143555
2082,63.5638046264648
2081,70.8333129882813
2080,72.8802947998047
2079,70.2448348999023
2078,66.6757049560547
2077,61.08544921875
2076,59.1452560424805
2075,67.2420272827148
2074,78.2019805908203
2073,84.7521057128906
2072,83.7332992553711
2071,79.4741592407227
2070,78.2235717773438
2069,84.1543807983398
